"OBJECTID_1","OBJECTID","NAME","OWNER","TOWN","CLASS","CART_CL","ACRES","TYPE","GlobalID","TAX_ID","TNT_NAME","Nhood","Quad","LUCODE","LandUse","StNum","StName","YEARB","PNUMBR","WARD","SBL","TAX_ID2","TAX_ID3","TAX_ID4","TAX_ID5","TAX_ID6","TAX_ID7","Area_sqmi","Softball","Hardball","Soccer","T","FC","HC","H","HS","RS","Pool","Playground","Fieldhouse","GolfClubho","Bathouse","Pool_Mec","IceRink","Storage","Ball_Bldg","Rink_Bldg","Picnic_S","Greenhouse","Amphitheat","Gazebo","Rec_Bldg","Council_Di","Shape_Leng","Shape_Area","Park_Type"
100,232,"Berkeley Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.08412982,"C","{3125C9C5-C237-42D1-8C50-2B16E124FFDE}","31150005200000170130000000","Eastside","University Neighborhood","SE","330","Vacant Land","345","BERKELEY DR AT BROAD ST",NA,"1608002900","16","052.-17-13.0",NA,NA,NA,NA,NA,NA,0.00013145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",300.956489994,3664.61202023,"Median"
101,233,"Westminster Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",5.15996629,"C","{0F474E8D-67E4-4C03-844C-D3309671D669}","31150005200000060080000000","Eastside","University Neighborhood","SE","963","Parks","730-36","EUCLID AVE","0000","1626107800","16","052.-06-08.0",NA,NA,NA,NA,NA,NA,0.00806336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",2678.12670797,224792.75915,"Neighborhood"
102,234,"Dewitt Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",1.04809804,"C","{72DC0C7A-8797-4407-A88D-BA7EE0DC875C}","31150004000000050250000000","Eastside","Meadowbrook","SE","963","Parks","99","DEWITT RD","0000","1722400100","17","040.-05-25.0",NA,NA,NA,NA,NA,NA,0.00163695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5",3355.97390233,45635.4153348,"NaturalAreas"
103,235,"Nottingham Courts","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",2.44798666,"C","{D92C8915-54AD-4155-A303-83477C1162F1}","31150004200000040020000000","Eastside","Meadowbrook","SE","963","Parks","140","KIMBER RD","0000","1747103500","17","042.-04-02.0",NA,NA,NA,NA,NA,NA,0.00382622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5",1347.96099668,106668.341512,"PlayLotsFieldsCourts"
104,236,"Edgehill Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",1.23561126,"C","{68D8DD6B-8D30-4E97-AAC2-307651415714}","31150003800000150170000000","Eastside","Meadowbrook","SE","330","Vacant Land","2923","GENESEE ST E & EDGEHILL R",NA,"1731314400","17","038.-15-17.0","31150003800000150180000000",NA,NA,NA,NA,NA,0.00192904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5",1013.581374,53778.4034063,"NaturalAreas"
105,237,"Salt Springs Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.15897794,"C","{E67D15DA-0FD3-417B-9BD0-27F59BFB9F03}","31150003700000120210000000","Eastside","Meadowbrook","SE","963","Parks","2601","GENESEE ST E & SALT SPRIN","0000","1731309900","17","037.-12-21.0",NA,NA,NA,NA,NA,NA,0.000248398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5",397.649692969,6924.89878883,"Median"
106,238,"Thornden Park","CITY OF SYRACUSE","SYRACUSE","CITY","MAJOR",75.9369896,"C","{4AF24559-3570-4C3B-A25E-E193D92BD8B7}","31150004600000020010000000","Eastside","Westcott","SE","963","Parks","501","OSTROM AVE","1934","1667001400","16","046.-02-01.0","31150004700000220010000000",NA,NA,NA,NA,NA,0.118647,0,0,1,5,3,0,0,0,0,1,1,2,0,0,1,0,1,0,0,2,0,1,1,0,"5",8164.0913174,3307688.2524,"Community"
107,239,"Lodi Cemetery","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.4755304,"C","{623CE156-4E46-4251-A0F4-B4A835F0C04B}","31150004700000140160000000","Eastside","Westcott","SE","695","Cemetery","505","BEECH ST S","0000","1707200200","17","047.-14-16.0",NA,NA,NA,NA,NA,NA,0.000743001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5",667.523333965,20713.5964063,"OpenSpaceCemetary"
108,240,"Forbes Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.08162628,"C","{7A7FFB60-9A5E-480C-9D9F-431DA156B618}","31150004700000160090000000","Eastside","Westcott","SE","330","Vacant Land","1223","MADISON ST & BEECH ST S",NA,"1655003400","16","047.-16-09.0",NA,NA,NA,NA,NA,NA,0.000127683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5",307.292739951,3559.58357863,"OpenSpaceCemetary"
109,241,"Loguen Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",1.50470338,"C","{9DEFA564-B5D1-474F-A6CE-826A7C475A87}","31150004700000110010000000","Eastside","Near Eastside","SE","963","Parks","1801","GENESEE ST E & LEXINGTON","0000","1731302300","17","047.-11-01.0",NA,NA,NA,NA,NA,NA,0.00235105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5",1313.10452521,65543.264453,"Neighborhood"
110,242,"Comstock Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",2.57109691,"C","{8EEAAAA2-6DB9-4B29-ABEE-09A160491207}","31150004900000120010000000","Eastside","University Hill","SE","963","Parks","900","WALNUT AVE & MARSHALL ST","0000","1694005500","16","049.-12-01.0","31150004900000060010000000","31150004900000050010000000",NA,NA,NA,NA,0.00401726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5",2868.61393103,111994.272492,"Median"
111,243,"Forman Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",1.06142379,"C","{9FC64CCB-3F69-44C8-8F6A-51F56FDF1CB2}","31150004800000150010000000","Eastside","University Hill","SE","963","Parks","501","FORMAN AVE & GENESEE ST E","0000","1529002300","15","048.-15-01.0",NA,NA,NA,NA,NA,NA,0.00165742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",1175.45961137,46206.0051256,"DowntownParks"
112,244,"Osmond Spencer Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",3.19302379,"C","{7A9F0CC4-74F1-4036-9005-C3DF8D8F1E47}","31150003000000190010000000","Eastside","University Hill","SE","591","Recreation","1100-34","WATER ST E & UNIVERSITY A","0000","1594207600","15","030.-19-01.0",NA,NA,NA,NA,NA,NA,0.004989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",1582.63004879,139084.668937,"Neighborhood"
113,245,"Westmoreland Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",2.44865689,"C","{EAC82325-6B85-48A3-899C-89FCD610391B}","31150003600000010140000000","Eastside","Near Eastside","SE","963","Parks","200-252","WESTMORELAND AVE TO IVES","0000","1795300301","17","036.-01-14.0",NA,NA,NA,NA,NA,NA,0.00382595,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"5",1386.004223,106660.849579,"Neighborhood"
114,246,"Homer Wheaton Park","CITY OF SYRACUSE","SYRACUSE","CITY","MAJOR",16.9077942,"C","{75A05771-3227-46D8-ACC8-3CB1D29CE655}","31150003500000020010000000","Eastside","Salt Springs","SE","963","Parks","301","MOUNTAINVIEW AVE & HAZELW","0000","1762105100","17","035.-02-01.0",NA,NA,NA,NA,NA,NA,0.0264179,1,0,4,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"5",4684.54144471,736485.03524,"Neighborhood"
115,247,"Arsenal Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.0172824,"C","{B8825287-8AB2-4874-B2FD-34E762ABF6CD}","31150006800000030350000000","Valley","South Valley","SE","330","Vacant Land","400","SENECA TNPK E",NA,"1481306000","14","068.-03-35.0",NA,NA,NA,NA,NA,NA,2.70032e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",161.315059211,752.802198871,"Median"
116,267,"Creekwalk Area","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",8.15354071,"C","{4ADD64AB-AB1A-48D6-8D92-BEBE8B23B3EB}","31150010400000290040020000","Downtown","Downtown","NW","330","Vacant Land","346","FAYETTE ST W TO WASHINGTO",NA,"0927103103","09","104.-29-04.2","31150010400000110040020000","31150011800000080050000000","31150011800000020170030000","31150010100000150070010000","31150011800000080060010000","31150011700000080080010000",0.0127391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",23700.5119313,355145.435723,"Neighborhood"
117,268,"Columbus Circle","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.16189926,"C","{71F507FE-8F93-400E-9626-A5097401A499}","31150010200000140150000000","Downtown","Downtown","SE","963","Parks","360","MONTGOMERY ST & JEFFERSON","0000","0962000900","09","102.-14-15.0",NA,NA,NA,NA,NA,NA,0.000252963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",298.070129655,7052.16781528,"DowntownParks"
118,269,"Rosamond Gifford Zoo","ONONDAGA COUNTY","SYRACUSE","COUNTY","MAJOR",44.57685092,"O","{935CC64E-8C12-4DEF-8B40-045A9BA726BC}","31150009800200010020010000","Westside","Tipp Hill","NW","330","Vacant Land","410","GRAND AVE",NA,"0834003001","08","098.2-01-05.3","31150009800200010010010000","31150009800200010030000000","31150009800200010050030000",NA,NA,NA,0.0696499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",8010.91436346,1941719.59153,"Community"
119,324,"Rand Tract Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",96.33840677,"C","{D8346744-EB6C-4D92-ACD6-D19AFE3A3551}","31150006500100010240000000","Valley","South Valley","SW","311","Vacant Land","1944","VALLEY DR REAR",NA,"1393124103","13","065.1-01-24.0","31150006500100010010000000",NA,NA,NA,NA,NA,0.145473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",10752.8124588,4055550.76894,"NaturalAreas"
120,326,"Schiller Park","CITY OF SYRACUSE","SYRACUSE","CITY","MAJOR",38.28359584,"C","{5559F363-C869-48B2-81ED-B50676C39573}","31150001500000040330000000","Northside","Northside","NE","963","Parks","1100","HIGHLAND ST & OAK ST","1975","0439210100","04","010.-15-13.1","31150001000000150130010000",NA,NA,NA,NA,NA,0.0598564,2,0,0,6,1,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",7036.15931855,1668695.12859,"Community"
