OBJECTID,OID_,TAX_ID,Shape_Leng,FRONTFEET,DEPTH,ACRES,FFxDAcres,Shape_Acre,TAX_ID_1,SURA,SEIZB,TNT_NAME,Nhood,Quad,LUCODE,LandUse,Units,AmtDelinqu,TOTINT,YrsDelinqu,StNum,StName,Lvalue,Fvalue,CityTaxabl,STARS,STARC,STAR,YEARB,SALES,PNUMBR,WARD,SBL,CountyTXBL,SchoolTXBL,TOTSYR,TOTONO,INTSYR,INTONO,ACTRST,SENIOR_EXE,VET_EXEMPT
1,0,31150006500100020020000000,7697.61253191,698.03000000,1300.00000000,20.83000000,20.83193297,46.14282714,31150006500100020020000000,N, ,Valley,South Valley,SW,515,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,2341,VALLEY DR TO DORWIN AVE,296400.00000000,410000.00000000,410000.00000000,410000.00000000,410000.00000000, ,1940, ,1393129100,13,065.1-02-02.0,410000.00000000,410000.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
2,0,31150006400000210010000000,2408.11196206,448.00000000,277.45000000,2.85000000,2.85348026,6.00066503,31150006400000210010000000,N, ,Valley,South Valley,SW,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,157-83,SPAULDING AVE TO ONONDAGA,118200.00000000,2752300.00000000,0.00000000,0.00000000,0.00000000, ,1954, ,1485100700,14,064.-21-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
3,0,31150006300000020010010000,8636.98997384,1100.00000000,1389.63000000,84.24000000,35.09166667,73.80608564,31150006300000020010010000,N, ,Valley,South Valley,SE,553,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,455,LAFAYETTE RD,400000.00000000,815000.00000000,815000.00000000,815000.00000000,815000.00000000, ,1960, ,1450203301,14,063.-02-01.1,815000.00000000,815000.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
4,0,31150006300000010420000000,2645.04861416,198.67000000,1027.71000000,4.69000000,4.68721638,6.79809501,31150006300000010420000000,N, ,Valley,South Valley,SE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,5559,SALINA ST S REAR,112800.00000000,112800.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1479031201,14,063.-01-42.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
5,0,31150006400000030010000000,5212.66538326,366.96000000,2436.52000000,20.53000000,20.52583515,18.81663707,31150006400000030010000000,N, ,Valley,South Valley,SE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,5559,SALINA ST S & CONIFER DR,277700.00000000,277700.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1479031200,14,064.-03-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
6,0,31150006300000010210010000,1835.01837809,104.85000000,643.87000000,1.55000000,1.54981105,3.30105396,31150006300000010210010000,N, ,Valley,South Valley,SE,642,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,228,LAFAYETTE RD TO SATURN DR,50000.00000000,500000.00000000,0.00000000,0.00000000,0.00000000, ,2004, ,1450201601,14,063.-01-21.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
7,0,31150006500100020010000000,9948.40911618,100.00000000,190.00000000,0.44000000,0.43617998,32.58224005,31150006500100020010000000,N, ,Valley,South Valley,SW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,100-12,MARION ST TO BROOKLEA DR,133000.00000000,183000.00000000,0.00000000,0.00000000,0.00000000, ,2002, ,1356300101,13,065.1-02-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
8,0,31150006500100010010000000,9994.38962140,702.00000000,2291.00000000,36.92000000,36.92107438,92.58085749,31150006500100010010000000,N, ,Valley,South Valley,SW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,2000,VALLEY DR,150000.00000000,150000.00000000,0.00000000,0.00000000,0.00000000, , , ,1393125501,13,065.1-01-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
9,0,31150007000000070410000000,898.71263808,51.00000000,680.00000000,0.80000000,0.79614325,0.46283391,31150007000000070410000000,N, ,Valley,North Valley,SW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,329,MILBURN DR,25000.00000000,25000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1361102405,13,070.-07-41.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
10,0,31150006800000010100000000,1050.15404662,193.00000000,325.00000000,1.44000000,1.43996786,1.44482029,31150006800000010100000000,N, ,Valley,South Valley,SW,611,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,4862-74,SALINA ST S,71300.00000000,863500.00000000,0.00000000,0.00000000,0.00000000, ,1965, ,1479024500,14,068.-01-10.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
11,0,31150007000000090290000000,1334.90321458,51.00000000,610.00000000,0.71000000,0.71418733,0.72120203,31150007000000090290000000,N, ,Valley,South Valley,SW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,328,MILBURN DR,25000.00000000,25000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1361102905,13,070.-09-29.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
12,0,31150007100000190230000000,1350.62478724,275.00000000,377.57000000,2.38000000,2.38364899,2.02770902,31150007100000190230000000,N, ,Valley,North Valley,SW,662,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,174-76,SENECA TNPK W & MIDLAND A,79100.00000000,570000.00000000,0.00000000,0.00000000,0.00000000, ,1970, ,1481400601,14,071.-19-23.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
13,0,31150006900000070340000000,1768.08367951,432.02000000,66.05000000,0.66000000,0.65507165,4.33039039,31150006900000070340000000,N, ,Valley,South Valley,SW,534,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,120,ACADEMY ST,66300.00000000,554300.00000000,0.00000000,0.00000000,0.00000000, ,1964, ,1301200400,13,069.-07-34.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
14,0,31150006200000020220010000,771.20983696,101.25000000,229.61000000,0.53000000,0.53370093,0.74224180,31150006200000020220010000,N, ,Valley,South Valley,SE,642,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,161,INTREPID LN,68200.00000000,280500.00000000,0.00000000,0.00000000,0.00000000, ,1991, ,1441000601,14,062.-02-22.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
15,0,31150006800000020720030000,1858.99739126,214.34000000,546.23000000,2.68000000,2.68776258,2.96062147,31150006800000020720030000,N, ,Valley,South Valley,SE,612,Schools,0.00000000,3304.28000000,132.17000000,1.00000000,4837,SALINA ST S,200500.00000000,830000.00000000,830000.00000000,830000.00000000,830000.00000000, ,2011, ,1479022706,14,068.-02-72.3,830000.00000000,830000.00000000,3304.28000000,0.00000000,132.17000000,0.00000000, , , 
16,0,31150006800000010010000000,7578.63357204,1306.00000000,2425.00000000,72.71000000,72.70546373,54.03438024,31150006800000010010000000,N, ,Valley,South Valley,SW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,121,SENECA TNPK W,1094100.00000000,1892600.00000000,0.00000000,0.00000000,0.00000000, ,1975, ,1481400301,14,068.-01-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
17,0,31150007300000010040020000,2624.46847979,839.49000000,333.33000000,6.42000000,6.42394862,8.02625663,31150007300000010040020000,N, ,Southside,North Valley,SW,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,2200,ONONDAGA CRK BLVD,175000.00000000,6100000.00000000,6100000.00000000,6100000.00000000,6100000.00000000, ,2007, ,1366900201,13,073.-01-04.2,6100000.00000000,6100000.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
18,0,31150007200000090170000000,3418.11648678,83.00000000,900.00000000,1.71000000,1.71487603,13.46666112,31150007200000090170000000,N, ,Valley,North Valley,SE,633,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,312,FILLMORE AVE,350000.00000000,10943000.00000000,0.00000000,0.00000000,0.00000000, ,1946, ,1428004100,14,072.-09-17.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
19,0,31150007300000080360010000,2915.53936983,159.00000000,1225.00000000,4.47000000,4.47141873,3.48312030,31150007300000080360010000,Y, ,Southside,Brighton,SW,692,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,375,MATSON AVE W TO CONAN,58000.00000000,58000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1357002902,13,073.-08-36.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
20,0,31150007600000060010000000,1669.72355770,557.38000000,246.30000000,3.15000000,3.15157700,3.29402747,31150007600000060010000000,Y, ,Southside,Brighton,SW,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,141,NEWELL ST W,180600.00000000,7125000.00000000,0.00000000,0.00000000,0.00000000, ,1960, ,1464101200,14,076.-06-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
21,0,31150007800000100060000000,1175.75351392,264.00000000,204.48000000,1.24000000,1.23927273,2.11203791,31150007800000100060000000,N, ,Southside,Brighton,SW,692,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,501,HUNT AVE & LA FAYETTE AVE,37800.00000000,37800.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1342001900,13,078.-10-06.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
22,0,31150007500000100020000000,3181.91803167,325.74000000,900.00000000,6.73000000,6.73016529,7.50525956,31150007500000100020000000,Y, ,Southside,Brighton,SW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,351,NEWELL ST W TO KENMORE AV,159800.00000000,382000.00000000,0.00000000,0.00000000,0.00000000, ,1975, ,1364001200,13,075.-10-02.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
23,0,31150007500000150290000000,1227.32096407,102.00000000,528.00000000,1.24000000,1.23636364,1.12320923,31150007500000150290000000,Y, ,Southside,Brighton,SW,692,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,631,NEWELL ST W & VALE ST,16000.00000000,16000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1364007700,13,075.-15-29.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
24,0,31150007900000220390000000,970.18266120,225.00000000,40.00000000,0.21000000,0.20661157,0.73389512,31150007900000220390000000,N, ,Southside,Elmwood,SW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,201,LAKE ST & CRADDOCK ST TO,20000.00000000,41500.00000000,0.00000000,0.00000000,0.00000000, ,1900, ,1350100101,13,079.-22-39.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
25,0,31150007800000100040000000,2985.53599969,1167.00000000,220.00000000,5.89000000,5.89393939,8.48155689,31150007800000100040000000,Y, ,Southside,Brighton,SW,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,501,BRIGHTON AVE W TO LAFAYET,384800.00000000,5250000.00000000,0.00000000,0.00000000,0.00000000, ,1924, ,1911104700,19,078.-10-04.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
26,0,31150008000000110070000000,4695.65946290,60.00000000,126.75000000,0.17000000,0.17458678,17.88129397,31150008000000110070000000,N, ,Southside,Strathmore,SW,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,919,GLENWOOD AVE,579800.00000000,10733800.00000000,0.00000000,0.00000000,0.00000000, ,1962, ,1332211600,13,080.-11-07.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
27,0,31150007500000020240000000,2769.18969480,600.00000000,335.00000000,4.61000000,4.61432507,4.75564264,31150007500000020240000000,N, ,Southside,Elmwood,SW,692,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,847,LAFAYETTE AVE W TO NEWELL,45000.00000000,45000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1350002601,13,075.-02-24.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
28,0,31150007900000180110000000,453.07765877,120.00000000,143.30000000,0.39000000,0.39476584,0.21447831,31150007900000180110000000,N, ,Southside,Elmwood,SW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,135-39,GLENWOOD AVE & CRADDOCK S,15400.00000000,15400.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1332200500,13,079.-18-11.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
29,0,31150007900000220820000000,5840.51007389,35.00000000,132.00000000,0.11000000,0.10606061,18.25923868,31150007900000220820000000,N, ,Southside,Elmwood,SW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,114,ELMWOOD AVE & FLETCHER AV,120000.00000000,121900.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1326102900,13,079.-22-82.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
30,0,31150007900000150060000000,352.87048441,45.15000000,87.40000000,0.09000000,0.09059022,0.16146403,31150007900000150060000000,N, ,Southside,Elmwood,SW,591,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,810,BRIGHTON AVE W & CLYDE AV,17500.00000000,17500.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1311104800,13,079.-15-06.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
31,0,31150008000000110150000000,2042.30048111,350.00000000,700.00000000,5.62000000,5.62442608,5.37740416,31150008000000110150000000,N, ,Southside,Strathmore,SW,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,815,GLENWOOD AVE,127500.00000000,1608600.00000000,0.00000000,0.00000000,0.00000000, ,1930, ,1332210400,13,080.-11-15.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
32,0,31150007900000150040000000,672.00010949,40.00000000,176.01000000,0.16000000,0.16162534,0.28283536,31150007900000150040000000,N, ,Southside,Elmwood,SW,615,Schools,0.00000000,0.00000000,0.00000000,0.00000000,1828,SOUTH AVE & BRIGHTON AVE,29700.00000000,225000.00000000,225000.00000000,225000.00000000,225000.00000000, ,1940, ,1385005600,13,079.-15-04.0,225000.00000000,225000.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
33,0,31150007800000110130000000,906.64578519,157.00000000,267.00000000,0.96000000,0.96232782,1.12103312,31150007800000110130000000,Y,Y,Southside,Brighton,SW,692,Community Services,0.00000000,1340.18000000,420.63000000,3.00000000,99,ELMHURST AVE & HUNT AVE,31100.00000000,31100.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1326000105,13,078.-11-13.0,0.00000000,0.00000000,1338.70000000,1.48000000,420.31000000,0.32000000, , , 
34,0,31150007800000110150000000,1258.84855799,60.00000000,516.76000000,0.31000000,0.71179063,0.83675946,31150007800000110150000000,Y, ,Southside,Brighton,SW,692,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,512,BRIGHTON AVE W TO ELMHURS,3000.00000000,3000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1911104805,19,078.-11-15.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
35,0,31150007900000150080000000,516.68940524,135.00000000,117.00000000,0.36000000,0.36260331,0.37781363,31150007900000150080000000,N, ,Southside,Elmwood,SW,591,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,201-11,CLYDE AVE & HILLVIEW AVE,33700.00000000,34700.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1317104000,13,079.-15-08.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
36,0,31150007800000110110000000,1040.08553678,264.00000000,250.31000000,1.52000000,1.51703030,1.55504508,31150007800000110110000000,Y, ,Southside,Brighton,SW,692,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,401,HUNT AVE & MARGUERITE AVE,35100.00000000,35100.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1342001800,13,078.-11-11.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
37,0,31150007700000170010000000,368.00010950,60.00000000,124.00000000,0.17000000,0.17079890,0.17080316,31150007700000170010000000,Y, ,Southside,Brighton,SW,534,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,173,BRIGHTON AVE W,17400.00000000,50000.00000000,50000.00000000,50000.00000000,50000.00000000, ,1915, ,1411201400,14,077.-17-01.0,50000.00000000,50000.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
38,0,31150007900000150010000000,1171.32932181,400.00000000,387.13000000,3.55000000,3.55491276,1.65829083,31150007900000150010000000,N, ,Southside,Elmwood,SW,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,1728,SOUTH AVE & HILLVIEW AVE,204000.00000000,2777500.00000000,0.00000000,0.00000000,0.00000000, ,1946, ,1385004600,13,079.-15-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
39,0,31150007700000030160000000,484.07683750,64.45000000,185.00000000,0.27000000,0.27372016,0.24336163,31150007700000030160000000,Y, ,Southside,Brighton,SW,534,Recreation,0.00000000,202.80000000,8.11000000,1.00000000,2504,SALINA ST S,15000.00000000,20000.00000000,20000.00000000,20000.00000000,20000.00000000, ,1900, ,1979006600,19,077.-03-16.0,20000.00000000,20000.00000000,202.80000000,0.00000000,8.11000000,0.00000000, , , 
40,0,31150007800000040010000000,1899.77715442,170.00000000,763.36000000,2.98000000,2.97913682,2.13183068,31150007800000040010000000,Y, ,Southside,Elmwood,SW,692,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,909,COLVIN ST W & HUNT AVE,43500.00000000,43500.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1318100100,13,078.-04-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
41,0,31150008300000070010000000,1102.65212984,148.00000000,414.03000000,1.41000000,1.40671350,1.31269935,31150008300000070010000000,Y, ,Southside,Elmwood,SW,692,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,906,COLVIN ST W & HUNT AVE,42700.00000000,42700.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1318100201,13,083.-07-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
42,0,31150005100000020080010000,2290.16379554,250.00000000,928.10000000,5.33000000,5.32656107,5.02012672,31150005100000020080010000,N, ,Eastside,University Neighborhood,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,1455-83,COLVIN ST E & HAFFENDEN R,402100.00000000,702900.00000000,0.00000000,0.00000000,0.00000000, ,1970, ,1918012001,19,051.-02-08.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
43,0,31150005800000100580000000,2094.70995233,388.15000000,502.00000000,4.47000000,4.47317034,5.89607092,31150005800000100580000000,N, ,Eastside,Outer Comstock,SE,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,345-55,JAMESVILLE AVE,178400.00000000,2600000.00000000,0.00000000,0.00000000,0.00000000, ,1955, ,1944001400,19,058.-10-58.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
44,0,31150007800000040140000000,1000.81803804,40.00000000,165.00000000,0.15000000,0.15151515,0.62353854,31150007800000040140000000,Y, ,Southside,Elmwood,SW,692,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,825,COLVIN ST W TO CREHANGE S,24500.00000000,24500.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1918108700,19,078.-04-14.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
45,0,31150005800000100160000000,344.34902762,50.00000000,121.42000000,0.14000000,0.13937098,0.14164295,31150005800000100160000000,N, ,Eastside,Outer Comstock,SE,695,Cemetery,0.00000000,0.00000000,0.00000000,0.00000000,152,HUGHES PL,16200.00000000,16200.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1942001600,19,058.-10-16.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
46,0,31150007700000010010020000,932.68758988,243.86000000,194.63000000,1.09000000,1.08958843,0.88170517,31150007700000010010020000,Y, ,Southside,Brighton,SW,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,411,COLVIN ST W,96000.00000000,1824000.00000000,0.00000000,0.00000000,0.00000000, ,1926, ,1918104303,19,077.-01-01.2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
47,0,31150008400000180110000000,648.09156763,91.64000000,167.25000000,0.35000000,0.35185468,0.46654355,31150008400000180110000000,Y, ,Southside,Southside,SE,611,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,2115,SALINA ST S & COLVIN ST E,25000.00000000,510000.00000000,0.00000000,0.00000000,0.00000000, ,1929, ,1979002800,19,084.-18-11.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
48,0,31150008300000070270000000,3177.54304153,0.00000000,0.00000000,8.00000000,0.00000000,8.04252695,31150008300000070270000000,Y, ,Southside,Elmwood,SW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,1135,SOUTH AVE & ONONDAGA CREE,129100.00000000,134300.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1285012400,12,083.-07-27.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
49,0,31150005800000100660000000,430.39557982,82.50000000,132.00000000,0.25000000,0.25000000,0.25053274,31150005800000100660000000,N, ,Eastside,Outer Comstock,SE,695,Cemetery,0.00000000,0.00000000,0.00000000,0.00000000,225,JAMESVILLE AVE,20900.00000000,20900.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1944000100,19,058.-10-66.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
50,0,31150008300000080010000000,858.12316757,60.80000000,354.00000000,0.49000000,0.49410468,0.49056012,31150008300000080010000000,Y, ,Southside,Elmwood,SW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,951,SOUTH AVE,204000.00000000,305000.00000000,0.00000000,0.00000000,0.00000000, ,1940, ,1285011505,12,083.-08-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
51,0,31150005100000020120010000,6014.35148692,1417.27000000,1354.63000000,44.07000000,44.07429890,38.14679472,31150005100000020120010000,N, ,Eastside,University Neighborhood,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,1301,COLVIN ST E & COMSTOCK AV,3042100.00000000,23300000.00000000,0.00000000,0.00000000,0.00000000, ,1962, ,1918011001,19,051.-02-12.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
52,0,31150005800000100030000000,545.65933090,78.50000000,188.00000000,0.34000000,0.33879706,0.33946067,31150005800000100030000000,N, ,Eastside,Outer Comstock,SE,695,Cemetery,0.00000000,0.00000000,0.00000000,0.00000000,814-16,COLVIN ST E,24800.00000000,24800.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1918007100,19,058.-10-03.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
53,0,31150005800000100020000000,360.40594946,47.00000000,165.00000000,0.18000000,0.17803030,0.11218595,31150005800000100020000000,N, ,Eastside,Outer Comstock,SE,695,Cemetery,0.00000000,0.00000000,0.00000000,0.00000000,810-12,COLVIN ST E,14700.00000000,14700.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1918007000,19,058.-10-02.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
54,0,31150005800000100590000000,1629.03449597,330.71000000,380.00000000,2.88000000,2.88498163,2.30252469,31150005800000100590000000,N, ,Eastside,Outer Comstock,SE,695,Cemetery,0.00000000,0.00000000,0.00000000,0.00000000,323,JAMESVILLE AVE,44100.00000000,44100.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1944001300,19,058.-10-59.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
55,0,31150008300000020590000000,486.30709572,130.00000000,125.00000000,0.37000000,0.37304867,0.12950424,31150008300000020590000000,Y, ,Southside,Southside,SW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,476,KIRK AVE,4800.00000000,4800.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1948002801,19,083.-02-59.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
56,0,31150005800000100630000000,575.59580315,155.10000000,140.58000000,0.50000000,0.50055000,0.47100180,31150005800000100630000000,N, ,Eastside,Outer Comstock,SE,695,Cemetery,0.00000000,0.00000000,0.00000000,0.00000000,255,JAMESVILLE AVE,30200.00000000,30200.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1944000400,19,058.-10-63.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
57,0,31150005600000040010010000,5711.91911524,1623.91000000,1184.75000000,44.17000000,44.16729505,36.55758462,31150005600000040010010000,N, ,Eastside,University Neighborhood,SE,592,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,1601-1801,COLVIN ST E & BUCKINGHAM,1914000.00000000,3164000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1918013402,19,056.-04-01.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
58,0,31150005800000100010000000,539.57132490,109.40000000,168.00000000,0.42000000,0.42192837,0.39680147,31150005800000100010000000,N, ,Eastside,Outer Comstock,SE,695,Cemetery,0.00000000,0.00000000,0.00000000,0.00000000,800-08,COLVIN ST E & JAMESVILLE,27300.00000000,27300.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1918006900,19,058.-10-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
59,0,31150005500000170010020000,999.99672504,260.00000000,210.00000000,1.25000000,1.25344353,1.43252403,31150005500000170010020000,N, ,Eastside,University Neighborhood,SE,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,1342,LANCASTER AVE TO HAFFENDE,60400.00000000,869100.00000000,0.00000000,0.00000000,0.00000000, ,1957, ,1950003602,19,055.-17-01.2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
60,0,31150008100000070010000000,2456.69362714,520.00000000,832.00000000,9.93000000,9.93204775,7.41733588,31150008100000070010000000,N, ,Southside,Strathmore,SW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,1204,GLENWOOD AVE & WOLCOTT AV,129100.00000000,152100.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1132000900,11,081.-07-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
61,0,31150005500000120010000000,1231.34207985,402.83000000,212.83000000,1.97000000,1.96818891,2.18553344,31150005500000120010000000,N, ,Eastside,University Neighborhood,SE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,1401,WESTMORELAND AVE & TECUMS,52600.00000000,52600.00000000,0.00000000,0.00000000,0.00000000, ,1960, ,1995203700,19,055.-12-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
