OBJECTID,OID_,TAX_ID,Shape_Leng,FRONTFEET,DEPTH,ACRES,FFxDAcres,Shape_Acre,TAX_ID_1,SURA,SEIZB,TNT_NAME,Nhood,Quad,LUCODE,LandUse,Units,AmtDelinqu,TOTINT,YrsDelinqu,StNum,StName,Lvalue,Fvalue,CityTaxabl,STARS,STARC,STAR,YEARB,SALES,PNUMBR,WARD,SBL,CountyTXBL,SchoolTXBL,TOTSYR,TOTONO,INTSYR,INTONO,ACTRST,SENIOR_EXE,VET_EXEMPT
184,0,31150004800000170010010000,1325.32514889,272.50000000,359.84000000,2.25000000,2.25106520,2.44822514,31150004800000170010010000,N, ,Eastside,University Hill,SE,641,Community Services,0.00000000,1162.33000000,459.67000000,4.00000000,763-97,HARRISON ST & IRVING AVE,675800.00000000,4271000.00000000,0.00000000,0.00000000,0.00000000, ,1974, ,1537007000,15,048.-17-01.1,0.00000000,0.00000000,1162.33000000,0.00000000,459.67000000,0.00000000, , , 
185,0,31150004800000170020010000,1305.01936620,282.00000000,357.00000000,2.31000000,2.31115702,2.37900768,31150004800000170020010000,N, ,Eastside,University Hill,SE,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,725,HARRISON ST & MADISON ST,679600.00000000,2776000.00000000,0.00000000,0.00000000,0.00000000, ,1927, ,1537004002,15,048.-17-02.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
186,0,31150004800000170040010000,1736.70692662,304.27000000,519.06000000,3.63000000,3.62567461,3.68801157,31150004800000170040010000,N, ,Eastside,University Hill,SE,641,Community Services,0.00000000,22187.77000000,51408.98000000,9.00000000,701-57,ALMOND ST & MADISON ST TO,844700.00000000,7508000.00000000,0.00000000,0.00000000,0.00000000, ,1973, ,1502002500,15,048.-17-04.1,0.00000000,0.00000000,7483.07000000,14704.70000000,11118.11000000,40290.87000000, , , 
187,0,31150009900000010060010000,382.61391858,83.21000000,104.00000000,0.20000000,0.19866483,0.17643828,31150009900000010060010000,N, ,Westside,Tipp Hill,NW,681,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,1317,FAYETTE ST W TO WILBUR AV,24000.00000000,116000.00000000,40600.00000000,40600.00000000,40600.00000000, ,1933, ,0827105401,08,099.-01-06.1,40600.00000000,40600.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
188,0,31150003800000150010000000,920.29764250,171.35000000,286.20000000,1.13000000,1.12581198,1.07682674,31150003800000150010000000,N, ,Eastside,Meadowbrook,SE,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,524,SALT SPRINGS RD & EAST AV,68100.00000000,694400.00000000,0.00000000,0.00000000,0.00000000, ,1960, ,1779104800,17,038.-15-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
189,0,31150004800000160010000000,2671.67728825,1119.17000000,217.19000000,5.58000000,5.58017751,5.58068366,31150004800000160010000000,N, ,Eastside,University Hill,SE,641,Community Services,0.00000000,15905.97000000,16785.84000000,12.00000000,601-07,ALMOND ST & CEDAR ST TO I,1332400.00000000,14679000.00000000,0.00000000,0.00000000,0.00000000, ,1972, ,1502001700,15,048.-16-01.0,0.00000000,0.00000000,15905.97000000,0.00000000,16785.84000000,0.00000000, , , 
190,0,31150009800200030010000000,2950.37614888,1100.00000000,400.00000000,10.10000000,10.10101010,9.98061295,31150009800200030010000000,N, ,Westside,Tipp Hill,NW,695,Cemetery,0.00000000,0.00000000,0.00000000,0.00000000,201,MYRTLE AVE,205900.00000000,220900.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,0863000500,08,098.2-03-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
191,0,31150004800000030060000000,445.47805701,98.66000000,128.56000000,0.29000000,0.29117837,0.28062548,31150004800000030060000000,Y, ,Eastside,University Hill,SE,514,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,805-09,GENESEE ST E TO WELLINGTO,98000.00000000,506000.00000000,506000.00000000,506000.00000000,506000.00000000, ,1960, ,1531006100,15,048.-03-06.0,506000.00000000,506000.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
192,0,31150009800200010030000000,2337.18862974,506.31000000,584.89000000,6.80000000,6.79833921,5.43296425,31150009800200010030000000,N, ,Westside,Tipp Hill,NW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,520,WILBUR AVE S & COLERIDE A,504300.00000000,504300.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,0896106000,08,098.2-01-03.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
193,0,31150010200000050010000000,1159.19241616,246.83000000,309.72000000,1.76000000,1.75500890,1.78396170,31150010200000050010000000,N, ,Downtown,Downtown,SE,614,Schools,0.00000000,0.00000000,0.00000000,0.00000000,601,GENESEE ST E & MCBRIDE ST,346000.00000000,1795000.00000000,1795000.00000000,1795000.00000000,1795000.00000000, ,1983, ,1531004001,15,102.-05-01.0,1795000.00000000,1795000.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
194,0,31150010200000040010000000,835.53824805,142.91000000,302.92000000,0.99000000,0.99380848,0.76475716,31150010200000040010000000,N, ,Downtown,Downtown,SE,615,Schools,0.00000000,0.00000000,0.00000000,0.00000000,571-81,GENESEE ST E & MC BRIDE S,625800.00000000,2439500.00000000,0.00000000,0.00000000,0.00000000, ,1960, ,1531002400,15,102.-04-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
195,0,31150004700000010050010000,755.21922953,148.25000000,230.92000000,0.78000000,0.78590197,0.75624520,31150004700000010050010000,Y, ,Eastside,Near Eastside,SE,633,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,1316,FAYETTE ST E,28300.00000000,624000.00000000,0.00000000,0.00000000,0.00000000, ,2008, ,1627002601,16,047.-01-05.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
196,0,31150010200000080010000000,508.19239013,139.80000000,109.83000000,0.35000000,0.35248471,0.38104949,31150010200000080010000000,N, ,Downtown,Downtown,SE,662,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,401-15,STATE ST S,336800.00000000,1795500.00000000,0.00000000,0.00000000,0.00000000, ,1970, ,1586001800,15,102.-08-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
197,0,31150003700000020040000000,1215.75800967,303.63000000,297.02000000,2.07000000,2.07034395,2.10817796,31150003700000020040000000,Y, ,Eastside,Near Eastside,SE,642,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,1938,FAYETTE ST E TO LEXINGTON,81600.00000000,615600.00000000,0.00000000,0.00000000,0.00000000, ,1975, ,1727109900,17,037.-02-04.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
198,0,31150010200000030010000000,1061.22948660,136.00000000,400.00000000,1.25000000,1.24885216,1.19672711,31150010200000030010000000,N, ,Downtown,Downtown,SE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,301,STATE ST S & FAYETTE ST E,426000.00000000,433900.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1586001500,15,102.-03-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
199,0,31150010200000020100000000,462.00004861,99.25000000,132.00000000,0.30000000,0.30075758,0.30000751,31150010200000020100000000,N, ,Downtown,Downtown,SE,681,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,321-25,MONTGOMERY ST,261400.00000000,2560000.00000000,20000.00000000,20000.00000000,20000.00000000, ,1970, ,1562100600,15,102.-02-10.0,20000.00000000,20000.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
200,0,31150004800000050040010000,672.40463008,78.62000000,256.08000000,0.46000000,0.46219030,0.46429900,31150004800000050040010000,Y, ,Eastside,University Hill,SE,642,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,1027-29,GENESEE ST E,71800.00000000,450000.00000000,0.00000000,0.00000000,0.00000000, ,1975, ,1531009302,15,048.-05-04.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
201,0,31150010400000290060000000,980.22869657,200.50000000,245.44000000,1.13000000,1.12972268,1.26968913,31150010400000290060000000,N, ,Downtown,Downtown,NW,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,350-64,FAYETTE ST W & WEST ST AR,578000.00000000,9557000.00000000,668990.00000000,668990.00000000,668990.00000000, ,1900, ,0827100400,08,104.-29-06.0,668990.00000000,668990.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
202,0,31150010500000090160000000,653.82364157,139.29000000,200.00000000,0.64000000,0.63953168,0.61130554,31150010500000090160000000,Y, ,Westside,Park Ave.,NW,662,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,114,GEDDES ST N,32000.00000000,623900.00000000,0.00000000,0.00000000,0.00000000, ,1966, ,0231100801,02,105.-09-16.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
203,0,31150003800000070010000000,333.32932459,55.60000000,102.78000000,0.13000000,0.13118843,0.14058178,31150003800000070010000000,N, ,Eastside,Salt Springs,SE,695,Cemetery,0.00000000,0.00000000,0.00000000,0.00000000,957,SALT SPRINGS RD TO MILNOR,9700.00000000,9700.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1779110000,17,038.-07-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
204,0,31150003900000070010000000,2716.28894669,493.33000000,756.80000000,8.57000000,8.57098586,9.62101920,31150003900000070010000000,N, ,Eastside,Meadowbrook,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,1320,SALT SPRINGS RD & ALBERT,179700.00000000,4130500.00000000,0.00000000,0.00000000,0.00000000, ,1965, ,1779112300,17,039.-07-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
205,0,31150010300000200050000000,244.97382781,39.00000000,53.33000000,0.05000000,0.04774725,0.06514856,31150010300000200050000000,N, ,Downtown,Downtown,SE,514,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,441-43,WASHINGTON ST E,22700.00000000,170000.00000000,0.00000000,0.00000000,0.00000000, ,1957, ,1594101800,15,103.-20-05.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
206,0,31150004800000050030010000,1779.96936743,178.55000000,396.19000000,1.62000000,1.62396062,3.38693743,31150004800000050030010000,Y, ,Eastside,University Hill,SE,514,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,1055,GENESEE ST E TO FAYETTE S,360000.00000000,575000.00000000,575000.00000000,575000.00000000,575000.00000000, ,1940, ,1531009501,15,048.-05-03.1,575000.00000000,575000.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
207,0,31150010100000030010000000,551.78659036,62.00000000,214.80000000,0.31000000,0.30573003,0.28244242,31150010100000030010000000,Y, ,Downtown,Downtown,NW,972,Parks,0.00000000,0.00000000,0.00000000,0.00000000,335,FAYETTE ST W REAR,12600.00000000,12600.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,0927102401,09,101.-03-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
208,0,31150003700000070010000000,990.76193295,132.48000000,271.43000000,0.83000000,0.82550612,1.01126547,31150003700000070010000000,N, ,Eastside,Salt Springs,SE,632,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,2100,FAYETTE ST E & ELLIS ST T,67200.00000000,628000.00000000,0.00000000,0.00000000,0.00000000, ,1990, ,1727110801,17,037.-07-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
209,0,31150010500000130180000000,1307.45106033,394.23000000,451.86000000,4.09000000,4.08945748,2.10960566,31150010500000130180000000,Y, ,Westside,Near Westside,NW,692,Community Services,0.00000000,4207.27000000,3305.84000000,15.00000000,100,WEST ST S & ERIE BLVD W,85800.00000000,98800.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,0895000500,08,105.-13-18.0,0.00000000,0.00000000,4207.27000000,0.00000000,3305.84000000,0.00000000, , , 
210,0,31150003900000010010000000,5226.48248155,2633.49000000,126.75000000,7.66000000,7.66287552,7.19384151,31150003900000010010000000,N, ,Eastside,Meadowbrook,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,1201-1543,SALT SPRINGS RD & SPRINGF,104500.00000000,821900.00000000,0.00000000,0.00000000,0.00000000, ,1993, ,1779111401,17,039.-01-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
211,0,31150003400000150080000000,432.97000031,141.54000000,124.64000000,0.40000000,0.40499416,0.27384465,31150003400000150080000000,N, ,Eastside,Salt Springs,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,546,FAYETTE BLVD & SPRINGFIEL,18800.00000000,80100.00000000,0.00000000,0.00000000,0.00000000, ,1925, ,1727008400,17,034.-15-08.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
212,0,31150003100000040010000000,1680.77308269,725.25000000,86.00000000,1.43000000,1.43185262,1.68264168,31150003100000040010000000,Y, ,Eastside,Near Eastside,NE,651,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,1231,ERIE BLVD E TO LODI ST &,442900.00000000,1000000.00000000,0.00000000,0.00000000,0.00000000, ,1980, ,0626100402,06,031.-04-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
213,0,31150003000000190010000000,1582.62963421,527.89000000,263.99000000,3.20000000,3.19921215,3.19302331,31150003000000190010000000,Y, ,Eastside,University Hill,SE,591,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,1100-34,WATER ST E & UNIVERSITY A,560000.00000000,586500.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1594207600,15,030.-19-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
214,0,31150003600000030010000000,1440.03458180,395.90000000,125.00000000,1.14000000,1.13607668,1.86305589,31150003600000030010000000,N, ,Eastside,Salt Springs,SE,642,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,2108-22,ERIE BLVD E & BRUCE ST,110600.00000000,570300.00000000,570300.00000000,570300.00000000,570300.00000000, ,1948, ,1726204201,17,036.-03-01.0,570300.00000000,570300.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
215,0,31150010900000030030000000,959.21684195,270.99000000,206.80000000,1.29000000,1.28651818,1.29451151,31150010900000030030000000,Y, ,Westside,Park Ave.,NW,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,741,PARK AVE & WALL ST,169000.00000000,4500000.00000000,0.00000000,0.00000000,0.00000000, ,1930, ,0268011100,02,109.-03-03.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
216,0,31150010500000030010000000,1643.17390395,545.27000000,277.45000000,3.47000000,3.47302942,3.45997357,31150010500000030010000000,Y, ,Westside,Park Ave.,NW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,301,PARK AVE & MATTY AVE & WI,99200.00000000,99200.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,0268002400,02,105.-03-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
217,0,31150010800200070010020000,505.29308840,150.00000000,127.35000000,0.44000000,0.43853306,0.34866298,31150010800200070010020000,Y, ,Westside,Park Ave.,NW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,934,PARK AVE TO GENESEE ST W,25200.00000000,32700.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,0268016600,02,108.2-07-01.2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
218,0,31150011100000230010010000,924.92615422,300.00000000,133.00000000,0.92000000,0.91597796,0.94356662,31150011100000230010010000,N, ,Westside,Tipp Hill,NW,411,Schools,0.00000000,0.00000000,0.00000000,0.00000000,300,LOWELL AVE N & HAMILTON S,100000.00000000,400000.00000000,0.00000000,0.00000000,0.00000000, ,1909, ,0753003101,07,111.-23-01.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
219,0,31150010800200070010010000,449.28490930,182.66000000,184.50000000,0.77000000,0.77366322,0.17073326,31150010800200070010010000,Y, ,Westside,Park Ave.,NW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,1423,GENESEE ST W & PARK AVE,29000.00000000,29000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,0231214800,02,108.2-07-01.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
220,0,31150010400000150010000000,588.60132962,75.00000000,260.00000000,0.45000000,0.44765840,0.33081464,31150010400000150010000000,N, ,Downtown,Downtown,NW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,99,SALINA ST N & ERIE BLVD W,476800.00000000,676000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,0979000100,09,104.-15-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
221,0,31150010600000120070000000,893.54166926,262.12000000,174.74000000,1.05000000,1.05148872,1.09034491,31150010600000120070000000,Y, ,Westside,Park Ave.,NW,615,Schools,0.00000000,0.00000000,0.00000000,0.00000000,200-232,PARK AVE & PLUM ST,95200.00000000,1022200.00000000,0.00000000,0.00000000,0.00000000, ,1936, ,0268001900,02,106.-12-07.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
222,0,31150001700000220010000000,513.62675447,105.00000000,169.00000000,0.41000000,0.40736915,0.35945896,31150001700000220010000000,Y, ,Northside,Prospect Hill,NE,681,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,215,STATE ST N & WILLOW ST E,93900.00000000,380000.00000000,380000.00000000,380000.00000000,380000.00000000, ,1920, ,0986101100,09,017.-22-01.0,380000.00000000,380000.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
223,0,31150010500000060030000000,796.74063433,332.73000000,343.00000000,2.62000000,2.61998140,0.48331694,31150010500000060030000000,Y, ,Westside,Park Ave.,NW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,101,WILKINSON ST & TRACY ST &,63100.00000000,63100.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,0296000100,02,105.-06-03.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
224,0,31150011100000140300000000,662.33998700,300.00000000,31.17000000,0.21000000,0.21466942,0.21467472,31150011100000140300000000,N, ,Westside,Tipp Hill,NW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,501,MILTON AVE & GENESEE ST W,25800.00000000,25800.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,0761003901,07,111.-14-30.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
225,0,31150010300000030060000000,494.88687001,82.42000000,176.40000000,0.33000000,0.33376694,0.31434297,31150010300000030060000000,Y, ,Northside,Hawley-Green,NE,534,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,480,JAMES ST & TOWNSEND ST N,39300.00000000,515000.00000000,515000.00000000,515000.00000000,515000.00000000, ,1900, ,0944104100,09,103.-03-06.0,515000.00000000,515000.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
226,0,31150001800000110270000000,396.00072842,66.00000000,132.00000000,0.20000000,0.20000000,0.20000544,31150001800000110270000000,Y, ,Northside,Hawley-Green,NE,642,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,125,GREEN ST,24800.00000000,182200.00000000,0.00000000,0.00000000,0.00000000, ,1940, ,0635000800,06,018.-11-27.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
227,0,31150001800000080120000000,597.52876562,174.00000000,86.13000000,0.34000000,0.34404545,0.47425652,31150001800000080120000000,Y, ,Northside,Hawley-Green,NE,591,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,501-19,LODI ST & GERTRUDE ST & C,65600.00000000,76600.00000000,0.00000000,0.00000000,0.00000000, ,1980, ,0653004900,06,018.-08-12.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
228,0,31150011100000050040000000,882.68043876,131.91000000,314.00000000,0.95000000,0.95086639,0.94498782,31150011100000050040000000,N, ,Westside,Far Westside,NW,611,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,1620,GENESEE ST W,81400.00000000,515500.00000000,0.00000000,0.00000000,0.00000000, ,1968, ,0731002800,07,111.-05-04.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
229,0,31150003200000030050030000,2562.94376974,898.74000000,423.81000000,8.01000000,8.74414599,7.53479506,31150003200000030050030000,N, ,Eastside,Salt Springs,NE,632,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,2433,ERIE BLVD E & MIDLER AVE,2400000.00000000,6675000.00000000,0.00000000,0.00000000,0.00000000, ,1998, ,0526200204,05,032.-03-05.3,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
230,0,31150003500000010020000000,1450.33813125,197.00000000,300.02000000,1.36000000,1.35683976,1.98413501,31150003500000010020000000,N, ,Eastside,Salt Springs,SE,541,Recreation,0.00000000,36117.97000000,3634.64000000,3.00000000,2312,ERIE BLVD E TO JUNE AVE,143500.00000000,481000.00000000,481000.00000000,481000.00000000,481000.00000000, ,1956, ,1726205500,17,035.-01-02.0,481000.00000000,481000.00000000,29113.71000000,7004.26000000,2934.22000000,700.42000000, , , 
231,0,31150011100000090030010000,517.34979053,131.18000000,108.31000000,0.33000000,0.32617323,0.37945389,31150011100000090030010000,N, ,Westside,Far Westside,NW,534,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,1949-55,FAYETTE ST W TO ST MARKS,46000.00000000,258000.00000000,0.00000000,0.00000000,0.00000000, ,1900, ,0727002401,07,111.-09-03.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
232,0,31150001800000110280000000,462.00072844,99.00000000,132.00000000,0.30000000,0.30000000,0.30000805,31150001800000110280000000,Y, ,Northside,Hawley-Green,NE,642,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,121,GREEN ST,33100.00000000,260000.00000000,0.00000000,0.00000000,0.00000000, ,1940, ,0635000700,06,018.-11-28.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
233,0,31150010600000060020000000,584.50449844,94.43000000,189.50000000,0.41000000,0.41080085,0.42633986,31150010600000060020000000,Y, ,Westside,Park Ave.,NW,534,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,629-31,BELDEN AVE W,28600.00000000,123900.00000000,0.00000000,0.00000000,0.00000000, ,1920, ,0207201400,02,106.-06-02.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
234,0,31150011100000050030000000,1310.86492668,320.00000000,289.00000000,2.12000000,2.12304867,2.05428063,31150011100000050030000000,N, ,Westside,Far Westside,NW,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,512,EMERSON AVE & WILLIAMS ST,199100.00000000,2500000.00000000,0.00000000,0.00000000,0.00000000, ,1960, ,0726003451,07,111.-05-03.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
235,0,31150010400000010030000000,718.62567196,207.00000000,208.46000000,0.99000000,0.99061570,0.71253933,31150010400000010030000000,N, ,Downtown,Downtown,NW,662,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,400,GENESEE ST W & WALLACE ST,175600.00000000,400000.00000000,0.00000000,0.00000000,0.00000000, ,1940, ,0231201800,02,104.-01-03.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
236,0,31150011100000090040010000,358.35938136,44.00000000,138.00000000,0.14000000,0.13939394,0.10382384,31150011100000090040010000,N, ,Westside,Far Westside,NW,632,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,1945-47,FAYETTE ST W TO LOWELL AV,21400.00000000,64000.00000000,0.00000000,0.00000000,0.00000000, ,1940, ,0727002201,07,111.-09-04.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
237,0,31150010600000060030000000,668.34296090,104.68000000,219.83000000,0.53000000,0.52827834,0.57690644,31150010600000060030000000,Y, ,Westside,Park Ave.,NW,632,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,600-08,GENESEE ST W & PLUM ST,108500.00000000,352100.00000000,0.00000000,0.00000000,0.00000000, ,1930, ,0231203400,02,106.-06-03.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
238,0,31150003500000020010000000,4684.75413639,757.42000000,39.35000000,0.68000000,0.68421664,16.90874485,31150003500000020010000000,N, ,Eastside,Salt Springs,SE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,301,MOUNTAINVIEW AVE & HAZELW,296000.00000000,309700.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1762105100,17,035.-02-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
239,0,31150003200100010280000000,1552.94670087,373.00000000,473.51000000,4.05000000,4.05461961,2.99143144,31150003200100010280000000,N, ,Eastside,Near Eastside,SE,652,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,226,TEALL AVE,213900.00000000,1505000.00000000,0.00000000,0.00000000,0.00000000, ,1977, ,0689001100,06,032.1-01-28.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
240,0,31150011200000110020000000,1746.83928290,166.67000000,375.00000000,1.43000000,1.43483127,3.14165966,31150011200000110020000000,N, ,Westside,Far Westside,NW,591,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,825,MILTON AVE & LEWIS ST TO,195900.00000000,280000.00000000,0.00000000,0.00000000,0.00000000, ,1970, ,0761006800,07,112.-11-02.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
241,0,31150002900000160010000000,2364.07342441,471.24000000,710.90000000,7.69000000,7.69064545,7.68915212,31150002900000160010000000,Y, ,Northside,Lincoln Hill,NE,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,710,HAWLEY AVE & OAK ST & MAN,734900.00000000,6754000.00000000,0.00000000,0.00000000,0.00000000, ,1977, ,0637011700,06,029.-16-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
242,0,31150003300000050120000000,578.21510887,152.00000000,132.00000000,0.46000000,0.46060606,0.46062002,31150003300000050120000000,N, ,Eastside,Salt Springs,SE,512,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,112,HEADSON DR,66500.00000000,456800.00000000,456800.00000000,456800.00000000,456800.00000000, ,1960, ,0538000202,05,033.-05-12.0,456800.00000000,456800.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
243,0,31150002900000100120000000,1657.26875850,227.96000000,405.93000000,2.12000000,2.12432972,1.96121875,31150002900000100120000000,Y, ,Northside,Lincoln Hill,NE,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,1101,BURNET AVE & SHERWOOD AVE,158400.00000000,1544000.00000000,0.00000000,0.00000000,0.00000000, ,1930, ,0613016301,06,029.-10-12.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
